FPS, FrameTime, Latency
74.62, 13.40, 34.00
112.94, 8.85, 34.00
125.17, 7.99, 34.00
108.30, 9.23, 34.00
170.40, 5.87, 34.00
105.85, 9.45, 34.00
98.34, 10.17, 34.00
115.39, 8.67, 34.00
113.40, 8.82, 34.00
105.37, 9.49, 34.00
101.38, 9.86, 34.00
86.02, 11.63, 34.00
61.83, 16.17, 34.00
134.60, 7.43, 34.00
111.02, 9.01, 34.00
76.43, 13.08, 34.00
90.33, 11.07, 34.00
86.87, 11.51, 34.00
59.65, 16.76, 34.00
111.00, 9.01, 34.00
85.97, 11.63, 34.00
134.83, 7.42, 34.00
76.44, 13.08, 34.00
69.79, 14.33, 34.00
108.65, 9.20, 34.00
132.59, 7.54, 34.00
99.19, 10.08, 34.00
94.40, 10.59, 34.00
119.15, 8.39, 34.00
75.48, 13.25, 34.00
91.11, 10.98, 34.00
96.01, 10.42, 34.00
89.95, 11.12, 34.00
70.92, 14.10, 34.00
121.68, 8.22, 34.00
104.40, 9.58, 34.00
96.97, 10.31, 34.00
81.32, 12.30, 34.00
118.62, 8.43, 34.00
111.89, 8.94, 34.00
80.56, 12.41, 34.00
103.46, 9.67, 34.00
83.19, 12.02, 34.00
109.04, 9.17, 34.00
87.99, 11.36, 34.00
107.15, 9.33, 34.00
81.75, 12.23, 34.00
107.14, 9.33, 34.00
106.83, 9.36, 34.00
116.15, 8.61, 34.00
78.69, 12.71, 34.00
122.73, 8.15, 34.00
73.34, 13.63, 34.00
146.73, 6.82, 34.00
138.74, 7.21, 34.00
111.29, 8.99, 34.00
87.51, 11.43, 34.00
137.80, 7.26, 34.00
139.45, 7.17, 34.00
101.16, 9.88, 34.00
97.07, 10.30, 34.00
100.68, 9.93, 34.00
94.85, 10.54, 34.00
116.44, 8.59, 34.00
127.31, 7.86, 34.00
70.88, 14.11, 34.00
89.92, 11.12, 34.00
115.44, 8.66, 34.00
90.86, 11.01, 34.00
89.62, 11.16, 34.00
83.19, 12.02, 34.00
105.68, 9.46, 34.00
90.57, 11.04, 34.00
69.47, 14.39, 34.00
97.14, 10.29, 34.00
99.33, 10.07, 34.00
96.26, 10.39, 34.00
109.59, 9.12, 34.00
104.98, 9.53, 34.00
78.34, 12.76, 34.00
99.26, 10.07, 34.00
83.19, 12.02, 34.00
112.74, 8.87, 34.00
82.89, 12.06, 34.00
80.88, 12.36, 34.00
106.19, 9.42, 34.00
143.35, 6.98, 34.00
80.92, 12.36, 34.00
153.05, 6.53, 34.00
102.14, 9.79, 34.00
108.77, 9.19, 34.00
83.61, 11.96, 34.00
94.76, 10.55, 34.00
80.80, 12.38, 34.00
97.17, 10.29, 34.00
91.38, 10.94, 34.00
105.50, 9.48, 34.00
134.37, 7.44, 34.00
102.71, 9.74, 34.00
120.05, 8.33, 34.00
108.69, 9.20, 34.00
62.97, 15.88, 34.00
139.28, 7.18, 34.00
61.16, 16.35, 34.00
158.92, 6.29, 34.00
108.58, 9.21, 34.00
126.95, 7.88, 34.00
83.13, 12.03, 34.00
81.30, 12.30, 34.00
91.27, 10.96, 34.00
144.40, 6.93, 34.00
59.82, 16.72, 34.00
86.82, 11.52, 34.00
120.53, 8.30, 34.00
102.37, 9.77, 34.00
69.57, 14.37, 34.00
88.70, 11.27, 34.00
87.90, 11.38, 34.00
171.89, 5.82, 34.00
95.12, 10.51, 34.00
125.60, 7.96, 34.00
70.02, 14.28, 34.00
87.87, 11.38, 34.00
108.45, 9.22, 34.00
87.71, 11.40, 34.00
81.90, 12.21, 34.00
68.82, 14.53, 34.00
116.14, 8.61, 34.00
46.20, 21.65, 34.00
