FPS, FrameTime, Latency
97.10, 10.30, 34.00
136.74, 7.31, 34.00
107.98, 9.26, 34.00
116.79, 8.56, 34.00
90.11, 11.10, 34.00
81.21, 12.31, 34.00
124.81, 8.01, 34.00
106.18, 9.42, 34.00
91.60, 10.92, 34.00
131.83, 7.59, 34.00
127.66, 7.83, 34.00
67.06, 14.91, 34.00
89.54, 11.17, 34.00
93.74, 10.67, 34.00
84.39, 11.85, 34.00
123.63, 8.09, 34.00
78.89, 12.68, 34.00
119.19, 8.39, 34.00
83.67, 11.95, 34.00
170.73, 5.86, 34.00
84.04, 11.90, 34.00
79.64, 12.56, 34.00
111.08, 9.00, 34.00
73.78, 13.55, 34.00
99.90, 10.01, 34.00
138.25, 7.23, 34.00
99.49, 10.05, 34.00
152.73, 6.55, 34.00
109.77, 9.11, 34.00
143.78, 6.95, 34.00
92.80, 10.78, 34.00
103.43, 9.67, 34.00
103.12, 9.70, 34.00
61.51, 16.26, 34.00
86.22, 11.60, 34.00
90.46, 11.06, 34.00
213.17, 4.69, 34.00
102.53, 9.75, 34.00
135.46, 7.38, 34.00
102.10, 9.79, 34.00
86.80, 11.52, 34.00
118.55, 8.44, 34.00
134.32, 7.45, 34.00
113.42, 8.82, 34.00
96.21, 10.39, 34.00
138.12, 7.24, 34.00
156.58, 6.39, 34.00
133.99, 7.46, 34.00
117.13, 8.54, 34.00
118.22, 8.46, 34.00
161.66, 6.19, 34.00
129.29, 7.73, 34.00
118.19, 8.46, 34.00
92.13, 10.85, 34.00
186.38, 5.37, 34.00
119.88, 8.34, 34.00
101.62, 9.84, 34.00
125.44, 7.97, 34.00
124.27, 8.05, 34.00
97.05, 10.30, 34.00
148.72, 6.72, 34.00
110.50, 9.05, 34.00
156.32, 6.40, 34.00
140.57, 7.11, 34.00
114.00, 8.77, 34.00
140.07, 7.14, 34.00
125.14, 7.99, 34.00
152.28, 6.57, 34.00
116.98, 8.55, 34.00
145.03, 6.89, 34.00
127.08, 7.87, 34.00
90.91, 11.00, 34.00
87.69, 11.40, 34.00
128.97, 7.75, 34.00
102.59, 9.75, 34.00
154.07, 6.49, 34.00
105.85, 9.45, 34.00
140.92, 7.10, 34.00
100.63, 9.94, 34.00
140.02, 7.14, 34.00
69.54, 14.38, 34.00
127.54, 7.84, 34.00
111.10, 9.00, 34.00
131.75, 7.59, 34.00
97.73, 10.23, 34.00
109.66, 9.12, 34.00
111.25, 8.99, 34.00
88.80, 11.26, 34.00
158.32, 6.32, 34.00
142.30, 7.03, 34.00
131.48, 7.61, 34.00
94.75, 10.55, 34.00
110.20, 9.07, 34.00
154.79, 6.46, 34.00
120.09, 8.33, 34.00
136.52, 7.33, 34.00
104.83, 9.54, 34.00
131.62, 7.60, 34.00
132.74, 7.53, 34.00
137.59, 7.27, 34.00
103.58, 9.65, 34.00
157.35, 6.36, 34.00
91.28, 10.95, 34.00
131.23, 7.62, 34.00
88.95, 11.24, 34.00
147.65, 6.77, 34.00
88.67, 11.28, 34.00
106.44, 9.39, 34.00
85.39, 11.71, 34.00
144.49, 6.92, 34.00
89.29, 11.20, 34.00
128.98, 7.75, 34.00
107.50, 9.30, 34.00
63.98, 15.63, 34.00
130.51, 7.66, 34.00
108.55, 9.21, 34.00
107.08, 9.34, 34.00
83.10, 12.03, 34.00
131.83, 7.59, 34.00
99.47, 10.05, 34.00
80.40, 12.44, 34.00
109.28, 9.15, 34.00
80.24, 12.46, 34.00
132.30, 7.56, 34.00
86.63, 11.54, 34.00
113.57, 8.81, 34.00
98.04, 10.20, 34.00
57.09, 17.52, 34.00
96.52, 10.36, 34.00
118.36, 8.45, 34.00
95.14, 10.51, 34.00
76.78, 13.02, 34.00
93.70, 10.67, 34.00
67.91, 14.72, 34.00
95.38, 10.48, 34.00
102.31, 9.77, 34.00
85.18, 11.74, 34.00
103.43, 9.67, 34.00
88.89, 11.25, 34.00
100.17, 9.98, 34.00
63.30, 15.80, 34.00
121.08, 8.26, 34.00
86.91, 11.51, 34.00
84.49, 11.84, 34.00
108.98, 9.18, 34.00
100.34, 9.97, 34.00
68.12, 14.68, 34.00
101.75, 9.83, 34.00
80.49, 12.42, 34.00
155.75, 6.42, 34.00
83.67, 11.95, 34.00
87.61, 11.41, 34.00
95.85, 10.43, 34.00
120.74, 8.28, 34.00
104.59, 9.56, 34.00
159.41, 6.27, 34.00
94.97, 10.53, 34.00
134.92, 7.41, 34.00
99.76, 10.02, 34.00
80.59, 12.41, 34.00
147.44, 6.78, 34.00
101.99, 9.81, 34.00
123.11, 8.12, 34.00
116.52, 8.58, 34.00
161.12, 6.21, 34.00
108.86, 9.19, 34.00
134.41, 7.44, 34.00
116.89, 8.56, 34.00
99.49, 10.05, 34.00
87.57, 11.42, 34.00
142.48, 7.02, 34.00
114.70, 8.72, 34.00
87.58, 11.42, 34.00
105.88, 9.44, 34.00
124.54, 8.03, 34.00
124.37, 8.04, 34.00
86.69, 11.54, 34.00
141.11, 7.09, 34.00
116.58, 8.58, 34.00
169.15, 5.91, 34.00
105.60, 9.47, 34.00
100.20, 9.98, 34.00
114.73, 8.72, 34.00
119.21, 8.39, 34.00
153.12, 6.53, 34.00
148.08, 6.75, 34.00
120.39, 8.31, 34.00
111.44, 8.97, 34.00
113.24, 8.83, 34.00
129.54, 7.72, 34.00
85.71, 11.67, 34.00
113.38, 8.82, 34.00
112.27, 8.91, 34.00
147.60, 6.78, 34.00
107.93, 9.27, 34.00
161.58, 6.19, 34.00
118.19, 8.46, 34.00
129.71, 7.71, 34.00
178.59, 5.60, 34.00
122.90, 8.14, 34.00
147.65, 6.77, 34.00
112.90, 8.86, 34.00
116.72, 8.57, 34.00
128.82, 7.76, 34.00
111.71, 8.95, 34.00
147.45, 6.78, 34.00
132.75, 7.53, 34.00
129.10, 7.75, 34.00
147.16, 6.80, 34.00
94.12, 10.62, 34.00
151.31, 6.61, 34.00
113.78, 8.79, 34.00
136.38, 7.33, 34.00
129.96, 7.69, 34.00
146.97, 6.80, 34.00
111.60, 8.96, 34.00
161.99, 6.17, 34.00
114.39, 8.74, 34.00
93.45, 10.70, 34.00
134.35, 7.44, 34.00
150.11, 6.66, 34.00
136.96, 7.30, 34.00
109.28, 9.15, 34.00
124.14, 8.06, 34.00
140.78, 7.10, 34.00
151.14, 6.62, 34.00
128.84, 7.76, 34.00
142.21, 7.03, 34.00
116.11, 8.61, 34.00
99.55, 10.04, 34.00
156.80, 6.38, 34.00
127.10, 7.87, 34.00
122.78, 8.14, 34.00
118.29, 8.45, 34.00
131.06, 7.63, 34.00
150.19, 6.66, 34.00
132.95, 7.52, 34.00
149.63, 6.68, 34.00
151.53, 6.60, 34.00
115.96, 8.62, 34.00
135.36, 7.39, 34.00
130.12, 7.69, 34.00
110.91, 9.02, 34.00
95.80, 10.44, 34.00
107.76, 9.28, 34.00
163.99, 6.10, 34.00
35.17, 28.44, 34.00
1.48, 677.10, 34.00
133.59, 7.49, 34.00
131.85, 7.58, 34.00
111.97, 8.93, 34.00
120.26, 8.32, 34.00
138.94, 7.20, 34.00
142.10, 7.04, 34.00
201.49, 4.96, 34.00
85.38, 11.71, 34.00
